date,open,high,low,close,volume,sma_5,sma_10,ema_20,mtm6_mtm12,fastk,fastd,roc_10,bband_upper,bband_middle,bband_lower,macd,macdsignal,macdhist,adosc,cci_14,atr_14
2008-11-25,421.4,435.0,414.6,417.8,634667.0,419.6000000000014,414.145,423.6558986315602,1.3311061618411284,28.676732820768738,72.81896586047456,0.5656517029726915,430.77801413468046,419.6000000000014,408.4219858653223,-13.431662716553603,-18.59848604225737,5.166823325703767,-29875.23333305586,117.83120932471246,27.38335045986957
2008-11-26,418.0,430.0,413.6,424.2,160460.0,420.8300000000014,414.3349999999999,423.70771780950685,1.3455789206992657,70.01047595250668,66.22906959109179,0.44991712053041866,432.40162045675385,420.8300000000014,409.25837954324896,-11.894178245389185,-17.257624482883735,5.36344623749455,-54180.1850442756,101.78521617852157,26.59882542702174
2008-11-28,420.05,432.0,420.05,427.2,748847.0,423.0400000000013,415.57,424.04031611336336,1.3990070551345704,89.50709046140574,62.731433078227035,2.9769796311919894,434.41126202298307,423.0400000000013,411.6687379770196,-10.314733964614902,-15.869046379229967,5.554312414615065,-12341.303279283922,120.31752766875337,25.552480753663044
2008-12-01,435.0,459.65,425.15,447.85,672062.0,429.5300000000013,419.78999999999996,426.3079050549478,1.558139534883721,100.0,86.50585547130413,10.40305682238385,449.69329338167194,429.5300000000013,409.3667066183306,-7.312437346177944,-14.157724572619562,6.845287226441618,73456.92243125709,215.77266399148306,26.191589271258543
2008-12-02,380.0,483.5,380.0,469.05,922231.0,437.22000000000133,426.84,430.3785807640004,1.5347890451517396,100.0,96.50236348713524,17.68912307113286,474.8838075610428,437.22000000000133,399.5561924389599,-3.1857099403235907,-11.963321646160368,8.777611705836778,313379.844041314,163.58787308310824,31.71361860902579
2008-12-03,480.0,493.95,469.0,475.35,1324941.0,448.7300000000014,434.16499999999996,434.66157307219083,1.8685446009389675,100.0,100.0,18.21686147724446,490.56360371752663,448.7300000000014,406.89639628247613,0.5863495365175595,-9.453387409624783,10.039736946142343,176056.73797441134,259.4074371479519,31.230502994095378
2008-12-04,483.5,487.0,466.2,478.95,613628.0,459.68000000000137,440.25499999999994,438.87951849388696,1.7791297935103254,100.0,100.0,14.567635450304973,498.6628475100896,459.68000000000137,420.69715248991315,3.8221642316322004,-6.798277081373387,10.620441313005587,147991.8678794382,172.74846516594042,30.48546706594571
2008-12-05,476.0,491.8,474.05,475.75,347898.0,469.3900000000014,446.215,442.3909929230406,1.6309523809523816,82.46242528710852,94.15414176236952,14.321758981136611,491.86580031933937,469.3900000000014,446.91419968066344,6.058518602657841,-4.226917944567141,10.285436547224982,33565.6747747208,137.881530183824,29.575790846949587
2008-12-08,495.0,495.0,477.1,482.8,126424.0,476.3800000000015,452.9549999999999,446.2394697875129,1.4204892966360856,100.0,94.15414176236952,16.225324987963408,485.45779708929524,476.3800000000015,467.3022029107077,8.303998310981001,-1.7207346934575125,10.024733004438513,-30903.60624636803,121.23246291199558,28.83823435788176
2008-12-10,493.0,495.9,473.1,484.15,630621.0,479.40000000000146,458.30999999999983,449.84999647441646,1.644402277039848,100.0,94.15414176236952,12.436135624709689,486.5582120668879,479.40000000000146,472.241787933115,10.076337133046366,0.638679671843263,9.437657461203102,-60628.35688570887,101.14323995818955,28.406931903747346
2008-12-11,489.0,490.0,444.1,459.2,635403.0,476.17000000000144,462.4499999999998,450.7404730006625,1.3891004980955168,0.0,66.66666666666667,9.909047391096216,494.1371477979831,476.17000000000144,458.20285220201976,9.359778237136936,2.3828993849019975,6.976878852234939,-136429.90276311478,41.27227539527279,29.656436767765392
2008-12-12,449.1,455.0,440.0,443.7,154823.0,469.1200000000014,464.3999999999998,450.06995176250416,1.2275641025641024,0.0,33.33333333333334,4.596888260254595,500.1242964763689,469.1200000000014,438.11570352363395,7.45524031883599,3.397367571688796,4.0578727471471945,-179996.25188601296,-13.058039452091451,28.90954842721072
2008-12-15,449.0,466.0,446.2,453.0,567288.0,464.5700000000014,466.97999999999985,450.349003975599,1.1990208078335371,19.431334042841215,6.477111347613747,6.039325842696641,496.9918198131252,464.5700000000014,432.14818018687765,6.620001319382652,4.041894321227567,2.578106998155085,-237975.98338053608,3.390846587609213,28.437437825267097
2008-12-16,429.65,474.1,429.65,453.1,228496.0,458.6300000000015,467.5049999999998,450.6110035969705,1.2132544378698222,19.641962969169878,13.024432337337041,1.1722675002791005,486.00558035904504,458.6300000000015,431.2544196409579,5.898147387396364,4.413144934461327,1.4850024529350367,-236053.51713844016,-13.007814338841136,29.58119226631945
2008-12-17,456.0,461.0,438.0,443.2,411564.0,450.4400000000014,464.9199999999998,449.9051937305923,1.1724915445321307,0.0,13.024432337337041,-5.511139537362764,462.71068050251665,450.4400000000014,438.1693194974862,4.475633367892613,4.425642621147584,0.04999074674502868,-285546.6643706886,-39.16922290388516,29.11110710443949
2008-12-18,439.0,461.9,431.05,456.5,261883.0,449.90000000000146,463.03499999999974,450.53327051815495,1.2656869605784928,100.0,39.88065432305664,-3.9654991059219546,460.7347588803198,449.90000000000146,439.0652411196831,4.3710923740603675,4.41473257173014,-0.043640197669772895,-225679.6599318534,-41.269404653590435,29.235313739836666
2008-12-19,451.1,482.0,451.1,476.25,385385.0,456.4100000000015,462.76499999999976,452.98248284975926,1.327131352402111,100.0,66.66666666666667,-0.5637331663012835,478.14885001545747,456.4100000000015,434.67114998454554,5.814872594003134,4.6947605761847395,1.1201120178183945,-103685.98544196133,32.00859291084828,29.354219901276903
2008-12-22,477.75,489.7,474.0,477.65,114210.0,461.3400000000015,462.95499999999976,455.3317701974012,1.1726326478801725,100.0,100.0,0.39936941671046,488.3022996050851,461.3400000000015,434.3777003949179,6.991453990322896,5.154099259012371,1.8373547313105245,-63796.297693556175,70.86321829381454,28.37891847975712
2008-12-23,470.0,474.9,446.5,467.85,275403.0,464.2900000000015,461.45999999999975,456.5239825595535,1.012337217272104,64.43078798198057,88.14359599399353,-3.0965202982601414,490.2079783161095,464.2900000000015,438.3720216838935,7.051835950512782,5.533646597312453,1.518189353200329,2444.538089873269,-19.43951976610387,28.576852874060183
2008-12-24,470.0,485.95,455.0,472.0,371924.0,470.05000000000143,460.2449999999998,457.99788898245316,0.8898341131433434,58.69380951411991,74.3748658320335,-2.509552824537842,485.24065502190433,470.05000000000143,454.85934497809853,7.34983508227964,5.89688429430589,1.4529507879737498,40982.71594229061,26.235716617695516,28.746363383055886
2008-12-26,473.0,477.9,465.25,468.25,107096.0,472.40000000000146,461.1499999999998,458.9742805079338,0.7301153019347272,0.0,41.04153249870017,1.9708188153310102,480.42346558504283,472.40000000000146,464.3765344149601,7.2004060820140126,6.157588651847514,1.0428174301664983,35109.16234961245,27.217968351199666,27.596623141409033
2008-12-29,466.8,470.0,461.15,465.55,96306.0,470.26000000000147,463.33499999999987,459.6005395071782,0.7165354330708661,0.0,19.56460317137331,4.924498535046218,478.72980519222926,470.26000000000147,461.7901948077737,6.7858915538057545,6.283249232239163,0.5026423215665918,29341.47967244312,5.852159904087869,26.257578631308387
2008-12-30,468.05,476.4,465.55,470.75,80678.0,468.8800000000015,465.10999999999984,460.66239288744697,0.7631844817134774,71.11493475889878,23.70497825296627,3.9183222958057318,473.42118927091815,468.8800000000015,464.3388107290848,6.798612176391259,6.386321821069582,0.41229035532167746,23249.90019059321,49.943902952107635,25.15703730050064
2008-12-31,475.75,485.5,465.25,468.65,139032.0,469.0400000000015,466.6649999999998,461.42311737435676,0.8130293159609122,34.68903177152527,35.26798884347469,3.431913484881921,473.47999999934797,469.0400000000015,464.60000000065503,6.563580046777133,6.421773466211092,0.14180658056604134,-10738.14496829873,75.91840825941026,24.80653463617917
2009-01-01,473.9,474.9,463.0,467.6,86010.0,468.1600000000015,469.10499999999985,462.0113919101323,0.7469403868930121,21.983526840504734,42.59583112364294,5.505415162454885,471.51642667046843,468.1600000000015,464.8035733295346,6.220878748113364,6.381594522591547,-0.16071577447818264,-29875.428338320926,38.73321336320397,23.884639305023512
2009-01-02,470.5,474.35,466.0,468.0,317223.0,468.1100000000015,470.2549999999998,462.5817355377388,0.7529341555599761,31.189947579070466,29.287502063700163,2.519167579408532,471.4670224893779,468.1100000000015,464.7529775106251,5.913396206446691,6.287954859362576,-0.3745586529158844,-87571.06003133766,38.77445895693557,22.775022211807546
2009-01-05,475.0,478.0,468.0,471.25,200154.0,469.2500000000015,469.7549999999998,463.4072845341446,0.7924565954899221,100.0,51.057824806525076,-1.049868766404205,472.20228724791525,469.2500000000015,466.2977127520877,5.864361209910783,6.203236129472217,-0.3388749195614347,-125502.6902665412,57.509627727856824,21.862520625249864
2009-01-06,474.5,492.0,468.1,486.7,702599.0,472.4400000000014,470.65999999999985,465.6256383880356,0.7416666666666666,100.0,77.06331585969016,1.8946927666701585,486.9249439071862,472.4400000000014,457.9550560928166,6.99159178288221,6.360907260154216,0.6306845227279947,-5206.186213387642,140.78165835115206,22.008054866303443
2009-01-07,499.85,506.0,452.35,464.9,759716.0,471.6900000000014,470.3649999999998,465.55652997012743,0.7796,0.0,66.66666666666667,-0.630543977770659,487.231994723794,471.6900000000014,456.14800527620883,6.056042040533555,6.299934216230083,-0.2438921756965282,-84156.83591027744,58.84311277569749,24.268193804424623
2009-01-09,466.0,488.8,455.0,459.9,227697.0,470.15000000000146,469.15499999999975,465.0178128301153,0.7162261380323056,0.0,33.33333333333334,-2.5635593220339037,488.3128191642813,470.15000000000146,451.98718083572163,4.8551863501973,6.0109846430235265,-1.1557982928262263,-160247.31672020117,-62.979208027457,24.94903710410858
2009-01-12,460.1,478.0,460.1,468.45,434823.0,470.24000000000143,469.1749999999997,465.34468779867575,0.6883521620568758,27.759773816056377,9.253257938685469,0.04271222637479699,488.363730300204,470.24000000000143,452.11626969979886,4.541066520444417,5.7170010185077045,-1.1759344980632873,-186082.3490205966,-44.00990625522237,24.459820168100826
2009-01-13,465.75,478.0,448.0,452.75,544994.0,466.54000000000144,467.8949999999997,464.1451937226114,0.6396857923497267,0.0,9.253257938685469,-2.749436150789386,489.29112304908307,466.54000000000144,443.7888769509198,2.9907895424848334,5.17175872330313,-2.1809691808182965,-298229.5562628256,-185.02742820264564,24.855547298950768
2009-01-14,458.9,487.0,458.9,475.95,451523.0,464.3900000000014,468.4149999999997,465.2694609871246,0.7082022236207259,100.0,42.5865912720188,1.1046202867764254,480.0367760255778,464.3900000000014,448.743223974425,3.592814251576499,4.855969828957804,-1.2631555773813048,-286320.07979823276,65.50319953461182,25.52657963474
2009-01-15,471.25,480.0,440.2,445.2,400584.0,460.45000000000135,466.0699999999997,463.3580837502556,0.7433862433862435,0.0,33.33333333333334,-5.003734129947723,482.29316826824555,460.45000000000135,438.60683173175715,1.5705508270577297,4.198886028577789,-2.628335201520059,-350852.70837114705,-213.81637364588775,26.546109660830002
2009-01-16,448.05,454.9,433.5,447.3,245106.0,457.93000000000137,464.0399999999997,461.82874244070746,0.7758490566037736,7.3598582981647125,35.78661943272158,-4.341317365269459,482.2161771383398,457.93000000000137,433.64382286166295,0.13577975853661428,3.386264774569554,-3.2504850160329397,-322761.9860790018,-231.89338396891534,26.178530399342144
2009-01-19,453.0,461.7,446.05,457.45,244816.0,455.7300000000014,462.9849999999997,461.4117193511163,0.7728559870550162,42.53625723230305,16.63203851015593,-2.2542735042735074,477.6869214598693,455.7300000000014,433.77307854013344,-0.18018936647035844,2.6729739463615716,-2.85316331283193,-246340.05985442642,-105.03113362582363,25.426492513674845
2009-01-20,455.0,471.25,449.05,467.9,396897.0,458.7600000000014,462.64999999999964,462.02965084148616,0.8172555820507262,76.29539961191733,42.06383838079504,-0.7108753315649863,482.3558809963654,458.7600000000014,435.16411900363744,0.4079281494526299,2.219964786979783,-1.8120366375271533,-104509.74859888479,-31.145465253240197,25.196028762698067
2009-01-21,464.9,464.9,442.05,447.05,506395.0,452.9800000000014,458.68499999999966,460.6030174280113,0.8544680851063833,15.540759489133032,44.790805444451145,-8.146702280665707,470.1972703990776,452.9800000000014,435.7627296009252,-0.7991926360715524,1.6161333023695161,-2.4153259384410686,-127598.53162917867,-105.31014724498708,25.242740993933918
2009-01-22,450.0,455.0,418.05,428.5,458202.0,449.6400000000014,455.04499999999973,457.54558719677215,0.8069089456869009,0.0,30.612053033683463,-7.829640782964075,475.7705491713205,449.6400000000014,423.5094508286823,-3.2156070106437937,0.6497852397668542,-3.8653922504106477,-188771.66240704572,-180.39945215525208,26.078973780081494
2009-01-23,422.0,441.1,421.0,432.2,217054.0,446.6200000000014,452.27499999999975,455.1317217494605,0.8905124947056335,11.673624042649493,9.071461177260849,-6.023048488801908,476.3734266933207,446.6200000000014,416.86657330668214,-4.77700736666884,-0.4355732815202846,-4.341434085148556,-188733.28413692582,-153.73512775502275,25.65190422436139
2009-01-27,440.0,447.0,431.1,443.9,144589.0,443.9100000000014,449.8199999999997,454.0620339637976,0.9558951965065501,47.61274832949252,19.762124124047343,-5.240687373252218,471.62240877287326,443.9100000000014,416.1975912271295,-5.012554570202212,-1.3509695392566703,-3.6615850309455418,-143493.70876240218,-87.79859999372202,24.955339636907006
2009-01-28,445.0,449.9,440.1,442.55,108407.0,438.8400000000014,448.7999999999997,452.9656497767693,1.0261723009814614,92.63698587004927,50.64111941406377,-2.252898950855875,453.2004178210402,438.8400000000014,424.4795821789626,-5.247669278723208,-2.1303094871499777,-3.1173597915732305,-129188.2953126058,-60.08165027772896,23.872815377127928
2009-01-29,440.0,458.95,435.0,453.05,275559.0,440.04000000000144,446.50999999999976,452.9736831313627,0.7959323583180988,100.0,80.0832447331806,-4.81142977203487,457.59213947057896,440.04000000000144,422.4878605294239,-4.5344666226786785,-2.611140914255718,-1.9233257084229605,-67112.10597007908,-23.91443528038279,23.878328564475932
2009-01-30,441.65,455.5,440.5,449.8,208004.0,444.30000000000143,446.9699999999998,452.6714275950424,0.8293623780349443,85.21610547409827,92.61769711471585,1.033243486073676,458.62326778338814,444.30000000000143,429.9767322166147,-4.183274038909644,-2.9255675391865035,-1.2577064997231409,-19732.25887812907,-19.53716224230814,23.244162238441938
2009-02-02,446.05,455.1,444.2,448.9,65220.0,447.6400000000014,447.12999999999977,452.31224401456217,1.0973858086756674,61.695080556614826,82.30372867690437,0.35770176615246285,455.40747063043557,447.6400000000014,439.87252936956725,-3.9322453873651284,-3.1269031088222285,-0.8053422785428999,-1411.507238164544,-4.9465203882433535,22.362436364267516
2009-02-03,450.0,453.0,432.2,437.8,166678.0,446.42000000000144,445.1649999999998,450.9301255369848,1.2541348600508908,0.0,48.970395343571035,-4.295551426385391,457.40409759582474,446.42000000000144,435.43590240417814,-4.576228690145115,-3.416768225086806,-1.159460465058309,-18265.52426589839,-64.23844354878831,22.250833766819834
2009-02-04,437.0,449.8,432.0,436.6,219596.0,445.2300000000015,442.03499999999974,449.5653516763196,1.1243810078648413,0.0,20.565026852204948,-6.689463560589859,458.65201177150783,445.2300000000015,431.80798822849516,-5.124349754258844,-3.7582845309212134,-1.366065223337631,-57257.96569587011,-66.06124112236581,21.932917069189845
2009-02-05,438.0,450.05,438.0,447.95,354983.0,444.2100000000015,442.1249999999997,449.41150865952727,1.2454858125537398,100.0,33.333333333333336,0.20131976289006204,455.7419382583478,444.2100000000015,432.67806174165526,-4.58997908079516,-3.924623440896003,-0.6653556398991576,5576.823252413422,-2.0411176318611544,21.32699442139057
2009-02-06,453.0,462.0,452.0,458.9,119667.0,446.03000000000145,445.1649999999997,450.31517450147703,0.873749568816833,100.0,66.66666666666667,7.09451575262543,462.38158707876846,446.03000000000145,429.67841292123444,-3.245500871320246,-3.7887989269808515,0.5432980556606055,45243.808435582556,107.09823963657087,20.80720910557696
2009-02-09,462.0,467.9,460.0,465.05,251204.0,449.26000000000147,448.4499999999997,451.71849121562207,1.0301830776843142,100.0,100.0,7.600647848218434,471.80909310802804,449.26000000000147,426.7109068919749,-1.6645506972721478,-3.363949281039111,1.6993985837669632,79616.72024939815,150.33981841763978,19.963837026607173
2009-02-10,468.8,468.8,459.05,464.35,64897.0,454.5700000000015,450.4949999999997,452.9214920522295,1.5970841616964893,97.18262405798671,99.06087468599556,4.606893444469495,476.3134679845281,454.5700000000015,432.826532015475,-0.4627857381487388,-2.7837165724610364,2.3209308343122976,88240.65552585013,145.5188316679482,19.234277238992377
2009-02-11,455.0,458.9,441.0,444.95,301539.0,456.2400000000015,450.7349999999997,452.16230233296955,1.5728476821192066,0.0,65.72754135266223,0.5423116032086783,472.8929757098955,456.2400000000015,439.5870242901075,-1.063536431278294,-2.4396805442244878,1.3761441129461938,30146.624304953963,11.852789201729145,19.52825743620721
2009-02-12,443.0,450.0,431.5,434.8,326181.0,453.6100000000015,448.9099999999997,450.5087497298296,1.6373742721016415,0.0,32.39420801932889,-4.028252952212785,477.3252609092613,453.6100000000015,429.89473909074167,-2.331776587647255,-2.418099752909041,0.08632316526178618,-63118.630234512035,-79.25446601404767,19.45481047647812
2009-02-13,440.0,444.9,430.0,430.5,581019.0,447.9300000000015,446.9799999999997,448.6031545174649,1.5784567581563962,0.0,-9.473903143468002e-15,-4.2907959092930215,476.8822779759116,447.9300000000015,418.97772202409135,-3.6418590282480636,-2.6628516079768456,-0.979007420271218,-267996.8613289413,-119.88515647430376,19.1294668710154
2009-02-16,430.0,431.0,407.3,410.3,702467.0,436.9800000000015,443.1199999999996,444.95523503961107,1.7492327926348086,0.0,-9.473903143468002e-15,-8.598797059478713,472.4336655367887,436.9800000000015,401.5263344632143,-6.238170239223109,-3.377915334226098,-2.860254904997011,-494374.1853900268,-228.01228287272593,19.455933523085726
2009-02-17,410.0,410.3,393.3,401.2,497743.0,424.35000000000144,439.4599999999996,440.78806979774333,1.5587929240374605,0.0,-9.473903143468002e-15,-8.359981726815901,456.6573985333821,424.35000000000144,392.0426014666208,-8.927152866178233,-4.487762840616525,-4.439390025561708,-553219.2374704694,-227.47928059987615,19.280509700008174
2009-02-18,397.5,409.9,388.0,398.15,575236.0,414.99000000000143,435.6149999999996,436.7273012455773,1.5653789004457652,0.0,-9.473903143468002e-15,-8.806688043976186,445.0398519130296,414.99000000000143,384.94014808697324,-11.17547654409259,-5.825305581311738,-5.350170962780852,-540371.5835971786,-179.1145263268756,19.467616150007586
2009-02-19,403.0,408.5,393.3,405.95,553193.0,409.22000000000145,431.4149999999996,433.79612969837945,1.6498071153021854,44.47501952668949,14.825006508896488,-9.376046433753771,432.05090887360734,409.22000000000145,386.38909112639556,-12.187405618879154,-7.097725588825221,-5.089680030053933,-369033.06597989425,-124.0961107098054,19.162786425007045
2009-02-20,400.0,400.25,389.05,395.2,376725.0,402.16000000000145,425.0449999999996,430.1203078223433,1.6996276375672328,26.984933897820287,23.819984474836584,-13.881019830028329,412.96988436547497,402.16000000000145,391.3501156345279,-13.69888958779876,-8.41795838861993,-5.280931199178831,-253618.91925192345,-118.72245858259839,19.001158823220827
2009-02-24,389.0,402.0,388.0,397.7,788196.0,399.64000000000146,418.3099999999996,427.0326594583106,1.7412460209185994,59.810877341860625,43.75694358879013,-14.482313729706487,407.0127606766318,399.64000000000146,392.26723932337114,-14.527557773273656,-9.639878265550674,-4.887679507722982,-86614.63020394277,-94.20951044042793,18.64393319299077
2009-02-25,400.0,407.5,396.2,403.25,366607.0,400.05000000000143,412.19999999999965,424.76764427180484,2.075012933264356,100.0,62.265270413226965,-13.15817809841715,407.9344150065254,400.05000000000143,392.16558499347747,-14.568507972454597,-10.62560420693146,-3.9429037655231376,18483.213878071867,-65.0654950776991,18.119366536348572
2009-02-26,403.0,409.5,400.25,406.6,630629.0,401.74000000000143,408.36499999999967,423.03739243639484,1.8887283236994223,100.0,86.60362578062019,-8.618945948983026,410.80496552642273,401.74000000000143,392.6750344735801,-14.167332111727944,-11.333949787890756,-2.8333823238371885,134636.26750501804,-49.325386737470495,17.485840355180816
2009-02-27,401.55,409.0,386.1,391.85,681801.0,398.92000000000144,404.0699999999996,420.0671645853096,1.4459691252144082,22.342608423894966,74.11420280796499,-9.878104875804961,409.6174015534226,398.92000000000144,388.22259844658026,-14.868207638375338,-12.040801357987672,-2.8274062803876667,61919.085092917085,-69.21778677894423,17.87256604409647
2009-03-02,390.0,401.85,382.65,398.75,429811.0,399.6300000000014,400.89499999999964,418.03695843432774,1.3378145467080318,78.38568038938155,66.9094296044255,-7.375145180023224,409.69828684510856,399.6300000000014,389.5617131548943,-14.697461026621909,-12.572133291714518,-2.1253277349073905,119138.73237421643,-68.0775383625427,17.96738275523244
2009-03-03,400.0,402.0,391.0,397.2,272765.0,399.53000000000145,399.5849999999996,416.052486202487,1.347919655667145,67.23020770087969,55.986165504718734,-3.1927857665123183,409.68255632809695,399.53000000000145,389.37744367190595,-14.519839481497456,-12.961674529671106,-1.5581649518263507,142761.83141808305,-56.177167035441265,17.46971255843012
2009-03-04,399.65,399.65,381.5,389.8,535819.0,396.8400000000014,398.4449999999996,413.55224942129774,1.406550373798505,15.073280820105113,53.56305630345545,-2.84147557328015,408.6212393234035,396.8400000000014,385.0587606765993,-14.805522436382887,-13.330444111013461,-1.4750783253694255,124887.9085489111,-89.59280273345681,17.518304518542255
2009-03-05,392.0,397.9,355.25,374.0,1316113.0,390.3200000000014,396.02999999999963,409.7853685240313,1.2357673267326734,0.0,27.434496173661596,-6.065553183473559,407.9234769291546,390.3200000000014,372.7165230708482,-16.121023071277364,-13.888559903066241,-2.2324631682111225,55656.62053595809,-189.07086737286497,19.31342562436066
2009-03-06,372.0,392.85,357.0,385.6,1257331.0,389.0700000000014,393.9949999999996,407.48200009317117,1.3300749429781695,84.64164744116827,33.23830942042446,-5.01293262717083,406.94686773445926,389.0700000000014,371.19313226554357,-16.042614473872447,-14.319370817227483,-1.7232436566449643,260525.4720386751,-169.71444727169973,20.4946095083349
