Date,Open,High,Low,Close,Adj Close,Volume
2018-07-23,676.075012,684.000000,668.125000,677.974976,646.303894,7675702
2018-07-24,687.200012,691.200012,678.000000,688.575012,656.408691,6172246
2018-07-25,689.500000,696.900024,682.724976,691.875000,659.554565,6936922
2018-07-26,689.275024,695.200012,684.599976,686.625000,654.549805,7362218
2018-07-27,686.599976,694.500000,684.150024,686.724976,654.645142,6493232
2018-07-30,685.000000,686.500000,674.000000,675.500000,643.944458,6409970
2018-07-31,674.275024,685.000000,667.775024,682.549988,650.665161,7943996
2018-08-01,681.900024,684.224976,675.500000,677.025024,645.398315,4675706
2018-08-02,679.799988,683.375000,675.075012,676.825012,645.207581,5940742
2018-08-03,683.099976,683.099976,678.000000,682.049988,650.188477,3970390
2018-08-06,683.025024,687.500000,673.750000,680.325012,648.544128,6178930
2018-08-07,687.000000,689.974976,680.325012,683.974976,652.023499,7351528
2018-08-08,685.900024,686.250000,676.650024,681.375000,649.545044,3992358
2018-08-09,686.825012,694.724976,686.825012,689.974976,657.743286,6409524
2018-08-10,692.900024,694.500000,686.525024,692.724976,660.364868,4779520
2018-08-13,695.000000,704.924988,689.349976,704.375000,671.470581,9979746
2018-08-14,706.974976,712.275024,702.000000,704.150024,671.256104,6151320
2018-08-16,707.474976,717.450012,705.625000,714.775024,681.384888,6626774
2018-08-17,715.450012,718.825012,711.500000,715.174988,681.766113,6390408
2018-08-20,694.000000,703.974976,686.750000,692.125000,659.792847,16101876
2018-08-21,695.000000,698.000000,686.875000,691.974976,659.649841,8361482
2018-08-23,696.500000,700.750000,692.674988,698.700012,666.060730,7717182
2018-08-24,698.250000,700.950012,688.049988,689.150024,656.956909,7053000
2018-08-27,691.500000,709.974976,690.700012,707.700012,674.640320,7012950
2018-08-28,708.599976,719.200012,705.750000,712.349976,679.073059,6496890
2018-08-29,716.799988,716.799988,702.575012,705.049988,672.114075,5646496
2018-08-30,706.400024,710.775024,698.075012,708.099976,675.021606,11507962
2018-08-31,712.549988,727.150024,710.549988,720.549988,686.890015,10875864
2018-09-03,724.500000,733.950012,715.000000,717.125000,683.625000,10976328
2018-09-04,722.000000,748.500000,716.000000,737.150024,702.714539,15370124
2018-09-05,741.950012,744.049988,725.400024,729.900024,695.803284,8658978
2018-09-06,732.549988,735.500000,724.099976,727.150024,693.181702,5598659
2018-09-07,734.349976,735.150024,723.799988,732.799988,698.567810,6510605
2018-09-10,737.750000,747.000000,729.400024,730.849976,696.708862,5629871
2018-09-11,735.900024,744.750000,732.000000,734.299988,699.997681,6963561
2018-09-12,744.400024,746.500000,736.250000,742.900024,708.195984,4636617
2018-09-14,741.900024,745.000000,729.049988,733.700012,699.425659,7896514
2018-09-17,735.000000,740.000000,724.599976,725.950012,692.037720,5427054
2018-09-18,730.000000,730.000000,717.000000,719.099976,685.507751,7729732
2018-09-19,727.000000,727.000000,713.200012,719.750000,686.127380,4849498
2018-09-21,713.849976,717.400024,692.000000,705.299988,672.352356,14350769
2018-09-24,706.500000,729.950012,706.500000,718.250000,684.697449,8637881
2018-09-25,718.250000,736.000000,717.000000,726.200012,692.276123,9602273
2018-09-26,731.200012,731.849976,712.000000,717.849976,684.316101,6599606
2018-09-27,722.000000,730.799988,717.450012,724.799988,690.941467,14592616
2018-09-28,721.000000,734.549988,715.200012,730.049988,695.946228,7490031
2018-10-01,737.500000,754.900024,733.000000,746.650024,711.770813,8252398
2018-10-03,743.799988,751.950012,726.299988,728.500000,694.468628,7792464
2018-10-04,728.500000,729.750000,702.500000,707.200012,674.163635,6173037
2018-10-05,713.000000,731.500000,709.299988,724.599976,690.750793,8543578
2018-10-08,725.049988,728.700012,709.250000,714.450012,681.075012,7259306
2018-10-09,717.099976,722.400024,702.650024,717.750000,684.220764,6777212
2018-10-10,719.900024,719.900024,695.400024,700.450012,667.728943,8866251
2018-10-11,685.000000,692.900024,663.299988,673.349976,641.894958,10985897
2018-10-12,676.400024,684.049988,661.500000,678.799988,647.090332,8909221
2018-10-15,688.599976,705.000000,681.500000,698.799988,666.156006,6222176
2018-10-16,710.000000,713.900024,689.400024,695.250000,662.771912,11588963
2018-10-17,710.000000,721.799988,701.349976,705.349976,672.400024,20360697
2018-10-19,687.000000,687.700012,678.000000,683.549988,651.618408,10421001
2018-10-22,688.700012,695.049988,673.799988,679.950012,648.186523,6672840
2018-10-23,675.950012,682.000000,653.299988,657.599976,626.880676,9041701
2018-10-24,663.000000,666.500000,647.150024,649.799988,619.445007,7058164
2018-10-25,643.000000,656.349976,636.250000,648.750000,625.178833,8270469
2018-10-26,645.299988,648.700012,629.900024,633.599976,610.579224,5464141
2018-10-29,633.700012,650.549988,631.500000,644.750000,621.324158,7137446
2018-10-30,641.099976,663.799988,637.450012,659.599976,635.634583,8793411
2018-10-31,663.900024,692.950012,663.049988,686.400024,661.460876,11947995
2018-11-01,689.700012,689.700012,659.599976,666.700012,642.476685,5860244
2018-11-02,665.950012,675.799988,660.099976,662.250000,638.188354,6654067
2018-11-05,663.500000,668.599976,657.000000,666.000000,641.802124,5799426
2018-11-06,667.900024,675.000000,660.650024,666.450012,642.235779,6975525
2018-11-07,673.000000,677.500000,672.000000,675.500000,650.956909,758956
2018-11-09,679.000000,679.000000,655.500000,659.500000,635.538269,9694143
2018-11-12,666.000000,676.400024,662.299988,664.200012,640.067505,7118080
2018-11-13,663.500000,667.750000,656.299988,665.700012,641.513062,4137801
2018-11-14,665.700012,665.700012,640.500000,653.200012,629.467224,7323026
2018-11-15,654.000000,666.000000,646.700012,656.400024,632.550903,5513390
2018-11-16,659.900024,662.500000,644.200012,650.849976,627.202576,8583785
2018-11-19,659.000000,662.000000,649.250000,651.700012,628.021667,6018930
2018-11-20,651.700012,656.000000,640.099976,641.400024,618.095947,5384830
2018-11-21,640.000000,640.049988,612.099976,619.099976,596.606140,14359086
2018-11-22,622.250000,628.150024,616.750000,620.750000,598.196167,6632975
2018-11-26,621.000000,628.000000,599.849976,621.450012,598.870728,15075209
2018-11-27,625.500000,641.000000,625.299988,638.900024,615.686768,12285851
2018-11-28,640.950012,668.700012,640.000000,666.400024,642.187561,17719890
2018-11-29,671.000000,674.900024,658.799988,661.049988,637.031982,13399070
2018-11-30,661.000000,672.000000,660.950012,667.450012,643.199463,10445773
2018-12-03,673.150024,679.000000,665.950012,670.349976,645.994019,8260890
2018-12-04,672.549988,688.250000,671.299988,685.250000,660.352722,7827923
2018-12-05,683.000000,683.650024,672.500000,681.400024,656.642578,5177288
2018-12-06,676.099976,685.450012,664.549988,668.500000,644.211243,8039771
2018-12-07,672.000000,685.750000,665.599976,682.799988,657.991699,5553948
2018-12-10,669.900024,683.799988,665.200012,669.200012,644.885803,5121196
2018-12-11,669.200012,681.900024,660.599976,674.500000,649.993286,7120933
2018-12-12,677.099976,680.650024,670.599976,678.500000,653.847961,6926183
2018-12-13,682.000000,700.000000,680.000000,697.750000,672.398560,7521474
2018-12-14,697.450012,713.700012,694.400024,706.049988,680.396912,9560576
2018-12-17,711.849976,711.849976,692.750000,694.400024,669.170288,4778465
2018-12-18,686.500000,686.500000,674.549988,676.599976,652.016968,8021298
2018-12-19,671.549988,671.549988,661.099976,664.849976,640.693909,8295459
2018-12-20,660.000000,671.549988,656.400024,667.049988,642.813904,11705260
2018-12-21,659.500000,659.500000,643.450012,646.200012,622.721558,12802132
2018-12-24,657.000000,658.799988,647.599976,649.000000,625.419800,8379825
2018-12-26,647.000000,647.000000,637.349976,644.049988,620.649658,6178552
2018-12-27,652.750000,663.250000,649.000000,656.799988,632.936340,15333902
2018-12-28,663.349976,663.500000,653.299988,656.950012,633.080933,4736598
2018-12-31,660.000000,662.000000,655.799988,658.950012,635.008240,3373319
